id,prop_id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
19995,301400850,20150220T000000,260000,3,2.25,1489,2800,2,0,0,3,7,1489,0,2011,0,98002,47.3452,-122.215,1584,3200
18097,7349400100,20141009T000000,279950,3,1.75,1930,7267,1,0,0,4,7,1330,600,1977,0,98002,47.3217,-122.205,1600,7698
4101,7140800100,20141014T000000,125000,3,1,920,7276,1,0,0,4,6,920,0,1961,0,98002,47.285,-122.211,1120,7276
4776,8154100020,20140906T000000,248500,3,1.75,2090,12026,1,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,9496
12065,7468900270,20140729T000000,140000,3,1,1090,10114,1,0,0,4,7,1090,0,1955,0,98002,47.2975,-122.223,1380,7800
18658,1450100330,20150312T000000,237950,3,1.75,1310,7314,1,0,0,5,6,1310,0,1960,0,98002,47.2888,-122.221,1010,7314
2498,1000102,20150422T000000,3.00E+05,6,3,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316
20681,301400240,20140922T000000,282900,4,2.5,1710,3500,2,0,0,3,7,1710,0,2014,0,98002,47.3448,-122.217,1710,3500
20715,7338220200,20150408T000000,275000,4,2.5,2150,3721,2,0,0,3,8,2150,0,2007,0,98002,47.3363,-122.215,2150,3721
3529,2891000750,20140821T000000,222000,3,2,1200,6074,1,0,0,3,7,1200,0,1968,0,98002,47.325,-122.205,1430,6338
4827,2891000680,20150427T000000,195000,3,1.75,1070,6110,1,0,0,4,7,1070,0,1968,0,98002,47.3249,-122.207,1350,6148
16380,9150100020,20150211T000000,189000,3,1,1380,7282,1.5,0,0,5,6,1380,0,1915,0,98002,47.3006,-122.223,860,4826
10938,7349620030,20140722T000000,272000,4,2.25,2115,6234,2,0,0,3,7,2115,0,1998,0,98002,47.285,-122.201,2440,6366
10565,1921059045,20141107T000000,195000,2,1,1280,7861,1,0,0,4,6,1280,0,1913,0,98002,47.3007,-122.228,1020,6480
16088,5198600010,20140819T000000,180000,3,2,1670,7056,1,0,0,4,7,1670,0,1958,0,98002,47.3139,-122.212,1330,8415
9533,1921059303,20150128T000000,275000,4,2.25,2400,17842,2,0,0,4,7,2400,0,1973,0,98002,47.2866,-122.217,1610,12100
3015,16000015,20150417T000000,219950,3,1.5,1070,6601,1,0,0,3,6,1070,0,1985,0,98002,47.3115,-122.209,1030,6614
20505,301401390,20140805T000000,319900,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.21,2166,4000
11420,7116500125,20140528T000000,189000,2,2,1700,3171,1,0,0,5,5,850,850,1927,0,98002,47.3025,-122.224,1380,5906
10192,2648000071,20150306T000000,225000,4,1.75,1420,10300,2,0,0,3,7,1420,0,1950,2001,98002,47.3121,-122.215,1420,10300
244,6131600075,20150427T000000,225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,98002,47.3221,-122.216,1260,8316
17420,6138000095,20141118T000000,219000,3,1,1080,10639,1.5,0,0,3,7,1080,0,1953,0,98002,47.3171,-122.219,1470,10600
16804,7116500920,20140520T000000,3.00E+05,6,5.25,2860,5682,2,0,0,3,7,2860,0,1978,0,98002,47.303,-122.221,1390,5956
13602,8698600395,20150324T000000,150000,2,1,1250,5208,1,0,0,3,7,1050,200,1951,0,98002,47.3063,-122.219,1030,5354
3070,8698100115,20150407T000000,255000,3,1.75,2190,6000,1.5,0,0,4,7,2190,0,1920,0,98002,47.3063,-122.223,1610,6000
20295,301401410,20140722T000000,298000,3,2.5,1852,4000,2,0,0,3,7,1852,0,2014,0,98002,47.3455,-122.21,2166,4000
21030,7338220120,20141015T000000,260000,4,2.5,2150,3721,2,0,0,3,8,2150,0,2006,0,98002,47.3363,-122.217,2150,3721
2304,8698600055,20140620T000000,210000,2,2,1680,5756,2,0,0,4,7,1680,0,1910,0,98002,47.3065,-122.222,1340,5447
20631,301400320,20140725T000000,255900,3,2.5,1489,3266,2,0,0,3,7,1489,0,2014,0,98002,47.3452,-122.217,1537,3273
11243,9500900060,20140722T000000,269950,3,1.75,1760,12823,1,0,0,4,7,1460,300,1956,0,98002,47.2868,-122.21,1450,10800
17232,9500900430,20140613T000000,265000,4,1.75,1900,10588,1,0,0,5,6,1900,0,1958,0,98002,47.289,-122.212,1530,10587
8165,3141600210,20140619T000000,186000,3,2,1340,4320,1,0,0,3,5,920,420,1912,1993,98002,47.299,-122.228,980,6480
19429,7877400245,20140718T000000,193000,3,1,960,10761,1,0,0,4,6,960,0,1962,0,98002,47.2819,-122.224,960,10761
16108,16000545,20150312T000000,250000,4,1,1320,11212,1,0,0,5,6,1320,0,1914,0,98002,47.3098,-122.209,1060,6766
6446,7349400420,20141105T000000,286285,4,2.25,1980,9714,1,0,0,3,7,1170,810,1977,0,98002,47.3207,-122.209,1610,9272
13942,3920900220,20141215T000000,269950,4,3,2390,7309,2,0,0,4,7,2390,0,1944,1981,98002,47.294,-122.218,930,7308
14495,5001700040,20150327T000000,255000,3,1.75,1590,7810,1,0,0,4,7,1590,0,1959,0,98002,47.2932,-122.22,1470,7810
8482,8892900210,20140609T000000,236000,3,1.75,1330,6301,1,0,0,3,7,1330,0,1998,0,98002,47.3411,-122.219,1330,6144
15459,1450100020,20150209T000000,208000,3,1,1300,7420,1,0,0,4,6,1300,0,1960,0,98002,47.2899,-122.219,1250,7420
20592,8669160270,20140710T000000,273500,3,2.5,1550,3402,2,0,0,3,7,1550,0,2009,0,98002,47.3523,-122.212,2095,3402
13710,3021059197,20141021T000000,247200,3,1.5,1910,10583,1.5,0,0,4,7,1910,0,1922,1967,98002,47.2782,-122.212,1770,9068
4580,7345310100,20141208T000000,238000,4,1.75,1650,6900,1,0,0,3,7,910,740,1978,1993,98002,47.2802,-122.211,1540,7645
5469,7806210380,20150220T000000,257500,4,2,2060,6400,1,0,0,3,7,1170,890,1977,0,98002,47.2924,-122.197,1890,8736
18743,7349650230,20150302T000000,247500,3,2.25,1620,6000,1,0,0,3,7,1280,340,1998,0,98002,47.2835,-122.2,1710,6318
577,8669160310,20141209T000000,266000,3,2.5,1805,3402,2,0,0,3,7,1805,0,2009,0,98002,47.3521,-122.212,2095,3402
13719,5125400385,20140805T000000,220000,4,1.75,1530,18400,1.5,0,0,4,6,1530,0,1938,0,98002,47.329,-122.219,1620,13535
4853,6858700225,20141004T000000,199950,3,1.75,1550,6225,1,0,0,4,7,1550,0,1949,0,98002,47.3098,-122.218,1760,9496
249,3021059276,20150314T000000,250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650
15111,7349660050,20141118T000000,268000,3,1.75,1600,7711,1,0,0,3,7,1600,0,1999,0,98002,47.284,-122.202,2100,7711
18910,9499200220,20140611T000000,234000,3,2,1640,5280,1.5,0,0,5,6,1640,0,1910,0,98002,47.3089,-122.213,1160,7875
10175,7889000125,20150319T000000,235000,3,1,1864,6978,1,0,0,4,7,1864,0,1958,0,98002,47.285,-122.206,990,8000
16357,7116000225,20150220T000000,190000,3,1,1510,8760,1,0,0,4,6,1510,0,1946,0,98002,47.3015,-122.216,1040,7828
6433,492000532,20150222T000000,279950,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,1914,0,98002,47.3109,-122.229,1070,4804
12341,6131600240,20141119T000000,190000,3,1,1200,8316,1,0,0,4,6,1200,0,1953,0,98002,47.3231,-122.215,1250,8316
9547,7349400610,20140812T000000,305000,4,2.25,2050,12581,2,0,0,4,7,2050,0,1978,0,98002,47.3215,-122.204,1620,7400
21279,301401630,20141031T000000,335900,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.345,-122.209,2475,4000
3974,4399200245,20140625T000000,276000,4,2.25,2460,11250,1,0,0,4,8,2460,0,1959,0,98002,47.3182,-122.212,1630,10216
18082,4472000040,20140818T000000,230000,4,3,1680,6003,1,0,0,3,7,1150,530,1997,0,98002,47.2885,-122.218,1820,6207
18529,7116500925,20140520T000000,206000,4,2,1700,6025,1,0,0,3,6,1700,0,1978,0,98002,47.3029,-122.221,1320,5956
15108,1721059069,20140717T000000,235000,3,2,1110,8724,1,0,0,4,7,1110,0,1990,0,98002,47.3056,-122.206,1390,7750
16916,7140600225,20150217T000000,137000,3,1,1300,10125,1,0,0,4,6,1300,0,1959,0,98002,47.2921,-122.215,1300,10125
20299,8669160460,20150305T000000,289950,3,2.5,2099,4275,2,0,0,3,7,2099,0,2010,0,98002,47.3521,-122.211,2099,4275
10141,2648500030,20140725T000000,112000,1,1,1080,3230,1,0,0,3,6,1080,0,1963,0,98002,47.3075,-122.217,1210,5760
16229,6131600255,20141222T000000,202500,3,2,1540,8316,1,0,0,5,6,1540,0,1954,0,98002,47.323,-122.216,1250,8316
18231,3021059175,20150312T000000,235000,4,1.5,1920,11595,1,0,0,4,7,1920,0,1962,0,98002,47.2858,-122.212,1400,10550
20985,2149800278,20141015T000000,343000,6,5,2732,7655,2,0,0,3,7,2732,0,2009,0,98002,47.3045,-122.211,3078,69993
2003,7335400400,20150410T000000,176250,4,2,1440,6702,1,0,0,4,7,1440,0,1966,0,98002,47.3056,-122.217,1030,6702
17132,8581400345,20150409T000000,315000,4,3,2210,4191,2,0,0,3,7,2210,0,2004,0,98002,47.2959,-122.225,890,4288
2071,8699100240,20150505T000000,370000,6,2.75,3240,5750,1,0,0,4,6,2160,1080,1950,0,98002,47.3054,-122.221,1230,5750
16333,7338220280,20141010T000000,257000,3,2.5,1740,3721,2,0,0,3,8,1740,0,2009,0,98002,47.3363,-122.213,2030,3794
16129,5125400305,20140821T000000,367500,4,2,1960,16015,1,0,0,3,7,1960,0,1980,0,98002,47.33,-122.22,1960,16015
637,6131600060,20140815T000000,214000,3,1,1200,8316,1,0,0,4,6,1200,0,1953,0,98002,47.3221,-122.215,1200,8316
5908,7331900290,20140731T000000,230000,4,1.5,1520,8800,1,0,0,4,7,1520,0,1960,0,98002,47.3136,-122.208,1370,8800
6853,5198600005,20150505T000000,195000,3,1.5,1200,7800,1,0,0,4,7,1200,0,1958,0,98002,47.3137,-122.212,1390,8415
13997,7338000150,20150129T000000,160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,47.3336,-122.215,1150,4200
18160,4399200085,20150305T000000,315000,4,2.25,2550,9736,1,0,0,4,8,2550,0,1967,0,98002,47.3193,-122.212,1770,9686
16472,6382000080,20140708T000000,340000,3,2.25,2120,13090,1,0,0,3,8,2120,0,1997,0,98002,47.296,-122.219,1400,12039
19401,7335400065,20141218T000000,229950,4,1.5,1570,6717,1,0,0,5,6,1570,0,1911,0,98002,47.307,-122.217,1140,6716
623,9500900135,20141021T000000,2.00E+05,3,1.5,1210,10588,1,0,0,4,7,1210,0,1958,0,98002,47.2876,-122.212,1408,10588
7064,3747600050,20141105T000000,319450,5,2,2250,5472,1.5,0,0,5,7,1750,500,1930,0,98002,47.3065,-122.219,1540,5472
2953,3339900096,20141210T000000,250750,5,1.75,2140,12058,1,0,0,4,8,2140,0,1951,0,98002,47.3167,-122.214,1640,10125
15819,8699100321,20140611T000000,292000,4,2.75,2414,7693,2,0,0,3,8,2414,0,2006,0,98002,47.3046,-122.222,1500,7177
7960,1921059310,20150320T000000,193000,2,1.75,1280,6774,1,0,0,3,7,1280,0,1991,0,98002,47.2925,-122.219,1450,7810
18266,2891000450,20140707T000000,229500,3,1,1230,6000,1,0,0,4,7,1230,0,1967,0,98002,47.3256,-122.209,1240,6000
20606,7338220370,20141006T000000,297000,4,2.5,2230,4952,2,0,0,3,8,2230,0,2011,0,98002,47.3363,-122.211,2030,3721
18263,2891000610,20141211T000000,148900,4,1.75,1700,6000,1,0,0,3,7,1700,0,1967,0,98002,47.3252,-122.208,1280,6000
19761,8669150700,20141208T000000,292000,4,3,1984,4460,2,0,0,3,7,1984,0,2012,0,98002,47.3532,-122.211,2095,3402
8267,5409000110,20150506T000000,389000,6,4.5,3560,14010,2,0,0,3,7,3560,0,1989,0,98002,47.3244,-122.217,1710,11116
4611,1388600110,20140821T000000,245000,3,2,1490,7929,1,0,0,3,7,1490,0,1989,0,98002,47.2875,-122.218,1650,7929
10932,7331900270,20140930T000000,235000,3,1.75,1200,9266,1,0,0,4,7,1200,0,1960,0,98002,47.314,-122.208,1200,9266
11703,16000200,20141024T000000,250000,3,2.25,1640,4420,2,0,0,4,7,1640,0,1918,1983,98002,47.311,-122.21,1230,6632
13304,1921059213,20150327T000000,246000,5,1.75,2030,10200,1,0,0,4,7,2030,0,1958,0,98002,47.2867,-122.209,1760,11550
19066,3141600600,20140521T000000,260000,6,2,2220,8797,1,0,0,3,7,2220,0,1977,0,98002,47.2977,-122.227,1170,5123
18878,4399210110,20140619T000000,232603,3,1.75,1750,11461,2,0,0,4,7,1750,0,1976,0,98002,47.3173,-122.21,2140,11276
9160,1821059067,20140625T000000,2.00E+05,3,1,1150,4800,1.5,0,0,4,6,1150,0,1938,0,98002,47.3101,-122.212,1310,9510
7023,4223400050,20150323T000000,330000,2,1.5,1440,11954,1,0,0,4,8,1440,0,1978,0,98002,47.2909,-122.219,1460,9730
14312,8892900180,20140617T000000,250000,3,1.75,1160,6134,1,0,0,3,7,1160,0,1998,0,98002,47.3414,-122.218,1330,6301
10273,1450100390,20140905T000000,125000,3,1,920,7314,1,0,0,3,6,920,0,1960,0,98002,47.2892,-122.22,1010,7420
20538,301400940,20150407T000000,265000,3,2.25,1489,2800,2,0,0,3,7,1489,0,2012,0,98002,47.3454,-122.214,1584,2800
15991,4472000050,20150309T000000,265000,3,2.5,1890,6088,2,0,0,3,7,1890,0,1996,0,98002,47.2886,-122.218,1700,6600
26,1202000200,20141103T000000,233000,3,2,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705
15029,7889100020,20150414T000000,270000,3,2.5,1720,8550,1,0,0,4,7,1720,0,1968,0,98002,47.2837,-122.207,1460,8550
17718,1018000276,20150327T000000,217000,3,2.5,1340,4200,2,0,0,3,7,1340,0,2002,0,98002,47.2942,-122.226,990,4520
6405,4399210130,20140626T000000,225500,2,1.75,1590,11276,1,0,0,4,7,1590,0,1972,0,98002,47.3177,-122.21,1750,10687
19635,301401610,20140930T000000,329900,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.209,2475,4000
10533,7345200400,20140909T000000,205000,3,1,1010,8800,1,0,0,4,7,1010,0,1968,0,98002,47.2761,-122.208,1550,7700
16354,1450000050,20150501T000000,201000,3,1,900,7576,1,0,0,4,6,900,0,1959,0,98002,47.2881,-122.22,1220,7452
10010,1202000140,20141210T000000,160000,3,1,1060,8000,1,0,0,4,6,1060,0,1927,0,98002,47.305,-122.218,1060,4697
6630,7338000950,20141021T000000,187000,3,1.5,1280,4452,2,0,0,3,6,1280,0,1985,0,98002,47.3344,-122.216,1070,4366
11897,1388600070,20141124T000000,294400,4,2.5,1788,10183,2,0,0,4,7,1788,0,1990,0,98002,47.2883,-122.218,1700,6600
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
